application_id,applicant_id,applicant_name,applicant_city,application_date,branch_code,application_channel,pan_number,mobile_number,email_address,age_years,monthly_income_inr,employment_type,credit_score,debt_to_income_ratio,existing_loan_count,late_payments_last_12_months,loan_type,loan_amount_inr,tenure_months,defaulted,loss_given_default_inr
LA007405,APP013827,Vinay Subramanian,Ludhiana,2025-02-27,BR037,online,PCPZU3399C,7522514061,rajesh68@protonmail.com,37,50009.0,salaried_private,728,0.5285,1,0,personal,816000,48,0,
LA007406,APP009276,Shreya Reddy,Visakhapatnam,2023-02-20,BR027,online,MDNGZ0787M,9317412246,vaishnavi_venkatesan5@protonmail.com,30,48296.0,salaried_private,785,0.675,1,0,vehicle,1265000,60,0,
LA007407,APP004910,Nikhil Verma,Mysuru,2023-02-01,BR031,partner_referral,AFAQW3247Y,6197601848,adas@yahoo.co.in,41,30291.0,salaried_government,676,0.3469,0,1,vehicle,631000,84,0,
LA007408,APP016035,Anjali Krishnan,Surat,2024-01-28,BR006,online,VQABR9512T,8752181086,mrao@protonmail.com,43,26925.0,salaried_private,592,0.5863,0,4,personal,561000,48,1,303599.76
LA007409,APP022279,Harsha Reddy,Visakhapatnam,2024-02-29,BR020,online,YEAST0111U,9503453895,fpatel@hotmail.com,24,21312.0,self_employed_professional,738,0.3552,1,1,gold,162000,36,1,5272.94
LA007410,APP021825,Lakshmi Bose,Hyderabad,2024-02-23,BR039,online,XNKMU1977F,9784758555,akapoor@protonmail.com,47,60999.0,self_employed_business,713,0.4038,2,1,gold,266000,18,0,
LA007411,APP012235,Divya Hegde,Rajkot,2024-12-13,BR028,partner_referral,KITZC9942H,7009121827,aditi50@protonmail.com,35,102044.0,salaried_private,651,0.5732,2,3,home,4555000,300,0,
LA007412,APP018473,Divya Rao,Vadodara,2023-08-20,BR031,partner_referral,EAVZU5529U,9562289102,nandini_kapoor8@yahoo.co.in,26,25211.0,self_employed_business,667,0.4831,1,3,personal,347000,48,0,
LA007413,APP010493,Rohan Malhotra,Tirunelveli,2023-12-05,BR039,online,QCCGH0833K,6649151044,vinay_shetty7@outlook.com,32,28781.0,salaried_private,678,0.504,1,2,personal,506000,60,0,
LA007414,APP022180,Karthik Mukherjee,Kolkata,2024-06-02,BR015,online,ZSVGG9616A,8682294103,suresh25@protonmail.com,60,83228.0,self_employed_business,808,0.5788,1,1,home,5730000,360,0,
LA007415,APP020982,Sneha Subramanian,Ahmedabad,2024-12-13,BR017,branch,JJTHE6160X,9338767234,crathore@gmail.com,39,22760.0,self_employed_business,414,0.3947,0,10,personal,363000,60,1,302337.95
LA007416,APP006427,Aditya Mukherjee,Bhopal,2023-06-29,BR006,partner_referral,LNGUJ1019S,7808067534,esha94@protonmail.com,25,49554.0,salaried_private,781,0.6005,1,3,personal,750000,36,0,
LA007417,APP003780,Nandini Bose,Kanpur,2024-06-19,BR039,partner_referral,ITNTF0130F,7949331053,gayatri.rao@hotmail.com,34,12612.0,salaried_government,524,0.5894,2,6,personal,69000,12,0,
LA007418,APP021096,Lakshmi Reddy,Surat,2023-10-21,BR024,partner_referral,CWAKG3066X,8310842562,rahul73@hotmail.com,39,83892.0,self_employed_business,807,0.7889,0,0,personal,1377000,24,0,
LA007419,APP020644,Sneha Rao,Kochi,2023-09-21,BR019,online,WKSDH2682C,987654321012,anand_banerjee3@rediffmail.com,37,25315.0,self_employed_business,546,0.6935,1,5,home,1500000,180,1,646964.2
LA007420,APP013541,Siddharth Nair,Bengaluru,2023-04-05,BR026,online,DAFWF3503B,7008024106,pgowda@rediffmail.com,37,19282.0,salaried_private,542,0.527,1,3,vehicle,363000,60,0,
LA007421,APP015882,Sneha Varma,Mumbai,2024-09-03,BR030,partner_referral,AYCTQ7455N,7402931370,lakshmi.rathore@yahoo.co.in,42,58312.0,salaried_private,807,0.3586,2,0,personal,264000,24,0,
LA007422,APP015431,Bhavana Chatterjee,Visakhapatnam,2023-01-04,BR004,branch,DXXVW5371W,8117673085,swathi_bhat9@gmail.com,41,35908.0,salaried_private,616,0.4227,1,3,vehicle,276000,24,0,
LA007423,APP011812,Reyansh Ramesh,Pune,2023-10-01,BR040,online,NGNKY6139F,8775018476,imran_iyer7@rediffmail.com,34,29345.0,salaried_private,708,0.6678,2,1,vehicle,857000,84,0,
LA007424,APP002707,Anjali Varma,Ludhiana,2023-08-17,BR024,branch,AVKSM6994C,8542610874,no-at-symbol.com,28,60113.0,salaried_government,801,0.6949,3,2,vehicle,1662000,84,0,
LA007425,APP019825,Neha Desai,Rajkot,2024-09-25,BR040,online,QFXYI1156U,8980041808,arjun_patel6@hotmail.com,32,78368.0,self_employed_business,547,0.514,1,6,personal,1280000,48,1,1027911.77
LA007426,APP023234,Divya Banerjee,Ludhiana,2024-02-28,BR007,online,JTNVG1739M,9090595902,vdas@rediffmail.com,29,55089.0,self_employed_professional,457,0.49,1,8,personal,597000,36,1,391853.55
LA007427,APP006689,Bhavana Naidu,Madurai,2024-05-02,BR023,online,WVIFZ4928Q,9090274870,naveen_krishnan2@yahoo.co.in,26,30998.0,salaried_private,628,0.4542,0,0,personal,500000,48,0,
LA007428,APP019191,Manoj Kapoor,Madurai,2024-01-02,BR013,branch,ETQNE8270U,7958592106,shreya.joshi@outlook.com,30,19879.0,self_employed_business,671,0.2793,0,1,vehicle,219000,48,0,
LA007429,APP026585,Arjun Chauhan,Pune,2024-11-19,BR037,direct_sales_agent,VVTYL3702F,9866506698,jyothi_joshi8@yahoo.co.in,53,25284.0,self_employed_professional,776,0.4652,1,1,gold,225000,24,0,
LA007430,APP013752,Kavya Rao,Vadodara,2023-06-03,BR033,online,TEWIZ9414M,9905333735,kavya_gowda2@rediffmail.com,37,41193.0,salaried_private,726,0.5369,0,1,personal,799000,48,0,
LA007431,APP022360,Ananya Varma,Bhopal,2024-07-19,BR020,branch,RCVGA5119L,7145772843,oshetty@yahoo.co.in,25,20198.0,self_employed_professional,736,0.5263,1,0,vehicle,317000,48,1,89450.27
LA007432,APP017793,Yash Banerjee,Delhi,2025-01-23,BR002,partner_referral,AEDPG4057K,6580093054,rkapoor@hotmail.com,55,77166.0,salaried_private,900,0.3779,0,1,personal,1072000,48,0,
LA007433,APP023447,Deepika Verma,Pune,2024-12-29,BR037,online,CJCWT9093L,9833078763,harish.banerjee@yahoo.co.in,30,42537.0,self_employed_professional,702,0.3348,1,1,gold,380000,36,0,
LA007434,APP007481,Bhavana Joshi,Ludhiana,2023-11-25,BR002,online,GSHUN9600S,9417937410,latha55@yahoo.co.in,27,73596.0,salaried_private,591,0.5401,1,3,home,3118000,180,0,
LA007435,APP011446,Ishaan Chauhan,Mysuru,2024-06-15,BR020,branch,TPUJS5365E,6029732672,shreya.shetty@rediffmail.com,33,61052.0,salaried_private,794,0.3772,0,1,vehicle,914000,48,0,
LA007436,APP020067,Rahul Nair,Nagpur,2024-05-03,BR004,branch,USZBB2860V,9535926373,aarav.chatterjee@protonmail.com,34,17067.0,self_employed_business,714,0.2493,0,1,gold,70000,18,0,
LA007437,APP013575,Ritika Varma,Pune,2024-10-01,BR038,branch,LDRWA7032C,6274054147,rohit.reddy@rediffmail.com,37,23583.0,salaried_private,821,0.5872,3,1,vehicle,399000,48,0,
LA007438,APP003395,Ananya Sharma,Lucknow,2024-11-23,BR037,branch,YPWPD0117L,8216239791,esha_deshpande8@gmail.com,31,98061.0,salaried_government,639,0.7402,1,4,vehicle,2495000,48,0,
LA007439,APP019947,Saanvi Verma,Bengaluru,2023-01-14,BR036,online,IVRGH7251U,7936983010,karthik61@protonmail.com,33,40820.0,self_employed_business,799,0.3149,1,0,gold,286000,36,0,
LA007440,APP008052,Divya Naidu,Mumbai,2024-04-22,BR016,partner_referral,NVNHW8718Z,8759691681,arjun_gupta7@outlook.com,28,68205.0,salaried_private,773,0.7173,2,0,home,4860000,360,0,
LA007441,APP026389,Swathi Naidu,Surat,2024-12-12,BR024,online,JAIXI6784N,7226413754,shreya.venkatesan@protonmail.com,48,29574.0,self_employed_professional,823,0.4779,0,1,home,1758000,360,0,
LA007442,APP025140,Shreya Krishnan,Nashik,2025-04-12,BR039,branch,ABCD1234E,9928865438,yamini74@protonmail.com,37,66936.0,self_employed_professional,737,0.7522,1,1,vehicle,930000,24,0,
LA007444,APP023682,Manoj Patel,Hyderabad,2023-08-07,BR015,branch,XXNEZ3524F,98765abcde,shreya.naidu@protonmail.com,31,40967.0,self_employed_professional,704,0.6404,4,1,home,1917000,300,0,
LA007445,APP018656,Vivaan Bhat,Jaipur,2024-02-28,BR038,online,LTUMY0656R,9415180481,lshah@gmail.com,27,36545.0,self_employed_business,797,0.3009,1,0,gold,104000,12,0,
LA007446,APP003380,Kavya Chauhan,Tirunelveli,2025-05-31,BR014,branch,ASWJH4614E,7812703933,ramya_deshpande5@yahoo.co.in,31,76144.0,salaried_government,554,0.4141,1,4,personal,913000,48,0,
LA007447,APP002775,Harsha Nair,Kolkata,2023-11-11,BR002,branch,AEZHX4908E,8122217952,divya_shah5@protonmail.com,29,135392.0,salaried_government,318,0.4023,0,11,home,6422000,360,0,
LA007448,APP009062,Vikram Shah,Bhopal,2023-05-18,BR023,partner_referral,IAHPW8214H,8707067469,zoya.raman@outlook.com,30,29822.0,salaried_private,679,0.4693,0,1,home,1669000,300,0,
LA007449,APP025439,Nikhil Krishnan,Nashik,2024-04-28,BR013,online,VGPIK9640L,9411307588,nandini68@protonmail.com,39,41626.0,self_employed_professional,531,0.503,0,5,home,2602000,360,0,
LA007450,APP010862,Shreya Hegde,Nashik,2025-05-18,BR020,online,MRXTF2728A,6199759295,fchauhan@protonmail.com,32,79156.0,salaried_private,698,0.528,0,1,home,5009000,300,0,
LA007451,APP011476,Neha Chauhan,Kochi,2024-10-27,BR029,branch,PNRQR8244L,6497007442,divya.krishnan@hotmail.com,33,65626.0,salaried_private,698,0.1678,0,0,personal,398000,48,0,
LA007452,APP024251,Swathi Naidu,Lucknow,2025-03-05,BR022,partner_referral,ABIYT2855B,9721037243,ishita_bose1@hotmail.com,33,58843.0,self_employed_professional,576,0.459,0,6,personal,771000,36,0,
LA007453,APP014332,Nikhil Malhotra,Bhopal,2023-06-01,BR022,partner_referral,URIMQ3959F,9128054975,farhan.sharma@outlook.com,38,52516.0,salaried_private,836,0.261,0,0,vehicle,549000,48,0,
LA007454,APP010099,Neha Bhat,Pune,2023-04-07,BR009,partner_referral,TMSSH9626I,9873854808,vikram30@gmail.com,31,63452.0,salaried_private,660,0.5014,2,0,personal,632000,36,0,
LA007455,APP007968,Deepika Sharma,Hyderabad,2025-01-31,BR012,branch,KHAVN5217L,8006147731,unaidu@gmail.com,28,51290.0,salaried_private,722,0.5024,0,2,personal,1087000,60,0,
LA007456,APP023482,Divya Varma,Kochi,2023-06-10,BR033,branch,YYMGP7090W,6939102790,no-at-symbol.com,30,54626.0,self_employed_professional,741,0.538,1,0,gold,451000,18,0,
LA007457,APP006679,Nandini Chatterjee,Surat,2023-05-18,BR014,branch,CQBGK3382K,+91 98765 43210,shreya.shetty@hotmail.com,26,28834.0,salaried_private,610,0.3953,0,4,personal,475000,60,0,
LA007459,APP016825,Aarav Nair,Madurai,2024-12-17,BR004,branch,JRDED7305D,9817959537,ramya.subramanian@yahoo.co.in,46,47863.0,salaried_private,755,0.378,0,0,personal,656000,48,0,
LA007460,APP011442,Sneha Prasad,Ludhiana,2024-04-20,BR033,branch,ZJEZT0113Z,9454222122,mahesh.patel@outlook.com,33,60680.0,salaried_private,554,0.544,2,4,personal,402000,24,0,
LA007461,APP023771,Reyansh Bose,Lucknow,2024-06-02,BR023,online,ZQCGD5820M,8503246594,pallavi_kapoor1@gmail.com,31,72138.0,self_employed_professional,664,0.54,2,2,gold,409000,18,0,
LA007462,APP002239,Saanvi Sinha,Pune,2023-11-14,BR013,online,QDMHQ0427J,8578550167,sunita13@gmail.com,25,35419.0,salaried_government,687,0.3494,2,1,gold,124000,18,0,
LA007463,APP023289,Arjun Bhat,Bengaluru,2024-01-03,BR028,branch,IXHUM2729K,8400063775,kiran_banerjee3@protonmail.com,29,90111.0,self_employed_professional,765,0.4051,0,1,gold,781000,24,0,
LA007464,APP000525,Kavya Iyer,Chennai,2023-01-11,BR021,partner_referral,NVVRC6020L,8606100732,sunita.nair@hotmail.com,30,164066.0,contract,754,0.5732,2,3,home,9668000,360,0,
LA007465,APP018350,Kavya Hegde,Indore,2023-03-14,BR030,online,BRWWP0797E,8815162976,crao@gmail.com,25,22476.0,self_employed_business,603,0.3123,0,5,gold,211000,36,0,
LA007466,APP017638,Reyansh Menon,Surat,2025-01-06,BR029,online,BUQFH3887V,8523562739,mahesh61@hotmail.com,53,26634.0,salaried_private,687,0.2378,0,2,vehicle,249000,48,0,
LA007467,APP017771,Ritika Menon,Kolkata,2024-03-07,BR017,branch,NEDQJ1582W,9324660629,suresh.subramanian@gmail.com,55,39458.0,salaried_private,528,0.2675,0,5,personal,372000,48,0,
LA007468,APP006326,Manoj Reddy,Bengaluru,2024-02-28,BR014,online,RIDZW7362M,6103464830,latha.sharma@hotmail.com,25,31046.0,salaried_private,746,0.2661,0,0,gold,251000,36,0,
LA007469,APP020607,Deepika Menon,Rajkot,2023-10-09,BR034,partner_referral,ALWIS6482S,9040563729,imran_subramanian2@protonmail.com,37,12585.0,self_employed_business,679,0.5237,0,3,personal,73000,12,0,
LA007471,APP019350,Ananya Chauhan,Delhi,2024-06-15,BR039,branch,HMHIQ2856B,6914823304,spillai@outlook.com,30,69376.0,self_employed_business,535,0.5571,1,7,personal,1184000,48,1,759215.4
LA007472,APP000956,Ritika Ramesh,Indore,2024-04-15,BR032,branch,JWFHB1331C,8195250690,sunita.bhatia@hotmail.com,34,18079.0,contract,495,0.3195,0,7,vehicle,124000,24,0,
LA007474,APP002218,Anjali Shah,Pune,2024-09-03,BR018,direct_sales_agent,RCTIX4130T,9024466210,ishita_krishnan9@rediffmail.com,25,25273.0,salaried_government,770,0.4157,0,1,personal,378000,48,1,289176.14
LA007475,APP009535,Saanvi Iyer,Bhopal,2023-12-02,BR005,branch,TGJET8111A,9730099100,drathore@hotmail.com,31,107801.0,salaried_private,840,0.3046,0,1,gold,1000000,36,0,
LA007476,APP010842,Aarav Bose,Indore,2023-03-24,BR014,partner_referral,MWSAJ2672F,6027723323,imran44@hotmail.com,32,73398.0,salaried_private,697,0.4348,1,1,personal,684000,36,0,
LA007477,APP001798,Lakshmi Subramanian,Kanpur,2025-02-15,BR013,partner_referral,JEFZD5766Z,7783556581,mahesh.subramanian@yahoo.co.in,45,31488.0,contract,565,0.3339,1,4,gold,42000,6,0,
LA007478,APP025621,Nikhil Mukherjee,Nagpur,2025-04-25,BR009,partner_referral,XJYFM6997A,7293921889,aditi.shah@outlook.com,40,56291.0,self_employed_professional,583,0.2115,0,7,personal,243000,24,0,
LA007479,APP009650,Meera Nair,Surat,2023-02-27,BR002,online,LTUVK6116J,6804358869,farhan_reddy4@rediffmail.com,31,199964.0,salaried_private,692,0.1869,0,1,personal,771000,24,0,
LA007480,APP009835,Ritika Pillai,Nagpur,2025-06-05,BR023,direct_sales_agent,NLTFC1055K,6135985525,varun.raman@yahoo.co.in,31,34250.0,salaried_private,705,0.3532,1,0,personal,302000,48,0,
LA007481,APP023273,Divya Banerjee,Visakhapatnam,2023-11-06,BR019,direct_sales_agent,XIIGK2932S,8884425194,pallavi95@hotmail.com,29,77925.0,self_employed_professional,711,0.534,0,2,personal,1500000,48,0,
LA007482,APP005371,Rahul Nair,Madurai,2023-10-30,BR035,branch,ZWZZM5704F,9106332573,esha74@gmail.com,46,39227.0,salaried_government,681,0.253,0,2,gold,163000,18,0,
LA007483,APP008390,Vinay Desai,Pune,2023-10-31,BR040,online,RKNPR5005I,7329765261,ganesh22@gmail.com,29,30176.0,salaried_private,815,0.5924,1,0,gold,233000,18,0,
LA007484,APP024247,Kavya Shah,Hyderabad,2024-08-09,BR028,branch,AYVPK0757S,8524522659,nghosh@hotmail.com,33,57141.0,self_employed_professional,725,0.3561,1,1,gold,506000,36,0,
LA007485,APP003109,Pooja Mukherjee,Kolkata,2024-05-26,BR026,partner_referral,AMGRB2089G,7608595251,pallavi54@outlook.com,30,47171.0,salaried_government,756,0.5585,1,0,vehicle,949000,48,0,
LA007487,APP011965,Saanvi Reddy,Indore,2025-02-05,BR016,direct_sales_agent,FASIV7447I,98765abcde,schatterjee@yahoo.co.in,34,43037.0,salaried_private,744,0.6444,1,2,vehicle,544000,24,0,
LA007488,APP004679,Yash Kulkarni,Coimbatore,2024-01-06,BR008,direct_sales_agent,ZTJTB2658P,6523268134,vinay_joshi5@hotmail.com,39,31434.0,salaried_government,795,0.287,1,1,gold,224000,36,0,
LA007489,APP021356,Aadhya Joshi,Kolkata,2023-02-16,BR001,branch,ABCDE123$F,9510714030,rohit_deshpande3@gmail.com,41,85029.0,self_employed_business,594,0.4633,1,2,home,3427000,180,0,
LA007490,APP013083,Aarav Naidu,Madurai,2023-10-23,BR027,online,ZYPLM0839I,6422513924,uma.gupta@gmail.com,36,31281.0,salaried_private,781,0.2209,0,0,vehicle,215000,36,0,
LA007491,APP004844,Karthik Verma,Hyderabad,2024-03-17,BR033,branch,JHZGK0135U,6991396702,jyothi91@rediffmail.com,40,52801.0,salaried_government,724,0.7298,3,2,vehicle,740000,36,0,
LA007492,APP018044,Reyansh Chatterjee,Indore,2024-10-18,BR028,branch,NJCEJ4326Y,8610098472,ichatterjee@rediffmail.com,60,59025.0,salaried_private,843,0.4592,1,0,home,2384000,300,0,
LA007493,APP006037,Rahul Naidu,Delhi,2023-02-12,BR039,online,MIQTW0396I,8257163696,praveen86@outlook.com,24,27361.0,salaried_private,726,0.2839,0,0,vehicle,240000,36,0,
LA007494,APP008716,Kavya Bhat,Pune,2023-03-27,BR030,branch,12345ABCDE,6272285836,karthik28@hotmail.com,29,64069.0,salaried_private,814,0.4765,0,1,personal,1314000,60,0,
LA007495,APP016223,Aniket Malhotra,Kolkata,2024-04-23,BR033,branch,CTWHA2845J,6690101866,karthik.venkatesan@yahoo.co.in,43,77148.0,salaried_private,637,0.4353,0,1,home,4041000,300,0,
LA007497,APP015540,Rahul Verma,Rajkot,2025-06-19,BR033,online,MICEW2070Q,6539275907,cjoshi@hotmail.com,41,56421.0,salaried_private,541,0.4799,1,7,home,2095000,180,0,
LA007498,APP001018,Nikhil Nair,Kochi,2023-05-25,BR020,online,QPITF1603K,7193727668,aarav_rao8@hotmail.com,34,40010.0,contract,644,0.2534,1,1,personal,291000,48,0,
LA007499,APP000450,Nikhil Bose,Pune,2023-03-05,BR031,partner_referral,NGFPT6548Q,9185201401,kiran_chauhan8@outlook.com,29,48425.0,contract,466,0.4403,0,6,personal,600000,36,0,
LA007500,APP013168,Rohan Desai,Ludhiana,2023-06-26,BR027,online,MTNIW1527K,6049519110,ndeshpande@rediffmail.com,36,39884.0,salaried_private,685,0.7215,1,1,personal,276000,12,0,
LA007501,APP000057,Aditya Hegde,Mumbai,2023-06-30,BR014,online,,7835939945,naveen.banerjee@protonmail.com,24,54280.0,contract,411,0.491,0,9,personal,924000,48,1,656783.89
LA007502,APP019831,Rahul Kulkarni,Mysuru,2024-06-09,BR004,branch,RMQLG8937Z,6343239066,lakshmi_venkatesan2@rediffmail.com,32,85200.0,self_employed_business,519,0.3171,0,5,gold,573000,24,0,
LA007503,APP000221,Manoj Chauhan,Kolkata,2023-09-16,BR024,branch,FJBAW2192A,6999365109,shreya19@rediffmail.com,27,135060.0,contract,519,0.386,2,5,gold,592000,18,0,
LA007504,APP009967,Shreya Menon,Nashik,2024-03-18,BR035,branch,,6815052080,bhavana.verma@outlook.com,31,44748.0,salaried_private,834,0.4522,1,0,vehicle,736000,60,0,
LA007505,APP023094,Reyansh Ramesh,Vadodara,2023-06-09,BR033,online,AAWWX6671I,7216416084,lakshmi.iyer@outlook.com,29,18855.0,self_employed_professional,783,0.8562,3,1,personal,281000,36,0,
LA007506,APP010648,Aditya Sinha,Tirunelveli,2024-10-23,BR006,online,NSNDE9576F,9102693847,kavya.malhotra@gmail.com,32,42476.0,salaried_private,737,0.7229,2,1,personal,786000,48,1,342666.23
LA007508,APP012241,Vinay Naidu,Mysuru,2024-06-26,BR013,partner_referral,DRWTI9357K,6298016038,hema_kapoor6@gmail.com,35,106165.0,salaried_private,629,0.95,1,3,vehicle,2500000,24,0,
LA007509,APP020563,Reyansh Kulkarni,Delhi,2024-08-04,BR038,branch,BNWFJ2961X,9955127943,cmukherjee@hotmail.com,36,73841.0,self_employed_business,709,0.7956,4,0,vehicle,1872000,84,0,
LA007510,APP001874,Harsha Joshi,Lucknow,2023-11-22,BR038,online,QMXUL7739H,7173487265,mrathore@outlook.com,48,32285.0,contract,820,0.3417,0,1,personal,404000,48,0,
LA007511,APP010811,Gayathri Gowda,Vadodara,2025-03-05,BR029,branch,FXTYZ1728B,7295073317,ksharma@outlook.com,32,67225.0,salaried_private,793,0.4403,0,0,personal,862000,36,0,
LA007512,APP008075,Siddharth Ramesh,Chennai,2024-12-22,BR001,direct_sales_agent,FQUFB4772N,8745699234,omkar56@rediffmail.com,28,72526.0,salaried_private,724,0.3953,0,1,personal,829000,36,0,
LA007513,APP018328,Diya Prasad,Nagpur,2023-02-06,BR028,branch,YFCAS6965F,7767102840,varun_venkatesan1@protonmail.com,25,14619.0,self_employed_business,709,0.4858,1,0,vehicle,300000,60,0,
LA007514,APP019890,Manoj Kulkarni,Delhi,2025-04-21,BR001,branch,YZBGW4472K,8360235620,hema90@gmail.com,33,22861.0,self_employed_business,687,0.4964,1,0,gold,204000,24,0,
LA007515,APP019278,Rahul Verma,Bengaluru,2023-07-02,BR023,branch,NAHLL4628T,9652317707,anand.prasad@gmail.com,30,39027.0,self_employed_business,549,0.4502,1,4,vehicle,468000,36,0,
LA007516,APP021362,Yash Reddy,Hyderabad,2024-03-18,BR003,online,RZBDK4031Y,6150818357,jyothi.rao@rediffmail.com,41,89516.0,self_employed_business,900,0.5796,1,1,personal,1237000,36,0,
LA007517,APP022627,Aditya Reddy,Kochi,2023-12-03,BR011,online,ATIBX4086Y,7964010098,sunita_bhatia5@yahoo.co.in,27,102403.0,self_employed_professional,639,0.5024,1,3,personal,1500000,48,0,
LA007518,APP003160,Nandini Menon,Ahmedabad,2024-04-22,BR018,branch,VNAFD0669U,7212339407,no-at-symbol.com,30,70528.0,salaried_government,693,0.434,1,0,home,2377000,180,0,
LA007519,APP016933,Sneha Banerjee,Jaipur,2023-08-02,BR007,partner_referral,QHUWS2349K,6311546827,vaishnavi58@hotmail.com,47,16571.0,salaried_private,550,0.6524,2,4,vehicle,341000,60,0,
LA007520,APP014705,Ishaan Prasad,Ludhiana,2024-10-10,BR019,branch,NTIDQ0953A,12345678,divya93@outlook.com,39,43169.0,salaried_private,687,0.6198,1,2,home,2882000,300,0,
LA007522,APP015104,Vinay Chatterjee,Visakhapatnam,2024-07-13,BR008,online,ZHKZW6506E,6176874003,nandini89@gmail.com,40,45013.0,salaried_private,808,0.4595,2,1,home,1500000,180,0,
LA007523,APP008313,Priya Ramesh,Delhi,2024-06-08,BR021,online,KRTCA1861A,9616638774,gdas@hotmail.com,29,24655.0,salaried_private,751,0.4601,0,0,personal,483000,60,0,
LA007524,APP018312,Meera Gowda,Nashik,2024-02-22,BR035,partner_referral,EKEPA0233C,6424023554,dbanerjee@hotmail.com,24,71328.0,self_employed_business,496,0.6472,1,9,home,4660000,360,1,1780937.93
LA007525,APP004263,Vikram Reddy,Lucknow,2024-04-26,BR008,partner_referral,DZBGE4444Q,7627666936,lakshmi_subramanian1@yahoo.co.in,36,40561.0,salaried_government,849,0.4413,1,2,gold,282000,24,0,
LA007526,APP010156,Vikram Chatterjee,Indore,2023-01-08,BR031,partner_referral,XFWTT9151H,7467112750,rpatel@protonmail.com,31,72406.0,salaried_private,691,0.4864,1,1,home,3551000,240,0,
LA007527,APP001215,Krishna Joshi,Tirunelveli,2025-02-12,BR030,branch,XBCXV1936M,8640637114,nbose@rediffmail.com,36,291741.0,contract,698,0.5575,2,1,vehicle,2500000,24,0,
LA007528,APP019536,Krishna Kulkarni,Delhi,2025-05-10,BR035,partner_referral,JZHUR5622R,8622138896,chetan.prasad@protonmail.com,31,50310.0,self_employed_business,563,0.3899,2,5,gold,147000,12,0,
LA007529,APP021788,Karthik Kulkarni,Vadodara,2025-01-08,BR017,branch,QPQVE9706F,9249940365,divya.rao@yahoo.co.in,47,21158.0,self_employed_business,702,0.3817,1,3,personal,118000,24,0,
LA007531,APP010894,Aadhya Verma,Kanpur,2023-08-14,BR001,branch,YMLXG2048P,7096779068,bhavana14@hotmail.com,32,90230.0,salaried_private,623,0.5061,1,5,home,4590000,300,0,
LA007532,APP013244,Gayathri Malhotra,Pune,2023-07-18,BR001,branch,TCJZY5050Q,7064865180,dinesh74@gmail.com,36,50666.0,salaried_private,621,0.5157,0,4,personal,1086000,60,0,
LA007533,APP010618,Pooja Kulkarni,Bhopal,2024-01-04,BR028,partner_referral,AKIJZ7356W,8289622573,mahesh56@rediffmail.com,32,39792.0,salaried_private,656,0.3857,2,1,gold,70000,12,0,
LA007534,APP003591,Swathi Varma,Nagpur,2024-05-30,BR012,partner_referral,WHQCQ5098I,12345678,chegde@yahoo.co.in,33,150797.0,salaried_government,824,0.2712,0,0,personal,1500000,48,0,
LA007535,APP003382,Shreya Verma,Mysuru,2023-02-18,BR037,branch,DZLWE3672T,9547460819,nandini_hegde3@gmail.com,31,77430.0,salaried_government,900,0.408,0,0,personal,935000,36,0,
LA007536,APP011410,Aarav Shah,Jaipur,2024-02-27,BR036,branch,RRSUE1611T,7836461256,ananya.hegde@gmail.com,33,56700.0,salaried_private,493,0.4064,2,9,vehicle,365000,36,0,
LA007537,APP018204,Siddharth Kulkarni,Hyderabad,2023-11-26,BR035,branch,ASYBG8486F,6273458408,manoj_joshi6@rediffmail.com,23,51187.0,self_employed_business,792,0.6024,0,1,vehicle,1463000,60,0,
LA007538,APP002208,Diya Sharma,Visakhapatnam,2025-04-11,BR038,direct_sales_agent,ZAUCT2884F,9300133031,manoj62@outlook.com,25,14749.0,salaried_government,667,0.473,2,0,gold,97000,24,0,
LA007539,APP001075,Pooja Bhat,Ahmedabad,2024-12-14,BR006,branch,KKMNV1505L,8285198831,rohit75@outlook.com,35,110755.0,contract,634,0.5035,0,1,home,6661000,300,0,
LA007540,APP009947,Aadhya Pillai,Delhi,2024-04-02,BR025,online,BQAEF9467E,6204708719,lbhat@hotmail.com,31,43153.0,salaried_private,690,0.7538,2,2,vehicle,812000,36,0,
LA007541,APP020550,Shreya Krishnan,Ludhiana,2023-03-13,BR006,branch,PPWBL4094V,7450597115,jyothi21@yahoo.co.in,36,62469.0,self_employed_business,676,0.5386,0,2,home,3938000,300,0,
LA007543,APP024529,Aarav Subramanian,Lucknow,2024-08-13,BR017,direct_sales_agent,LRUAS5533X,8650391900,lakshmi62@hotmail.com,34,90913.0,self_employed_professional,824,0.3851,0,1,personal,1500000,60,0,
LA007544,APP025854,Gayathri Joshi,Mysuru,2024-12-23,BR025,branch,ZJDNC7064T,9129284106,vinay_hegde4@rediffmail.com,42,27795.0,self_employed_professional,714,0.4721,0,2,personal,554000,60,0,
LA007545,APP002889,Sandeep Joshi,Tirunelveli,2023-04-28,BR026,online,VEZMZ9036B,6963805679,gayatri_mehta2@yahoo.co.in,29,46469.0,salaried_government,584,0.3489,0,5,gold,344000,24,0,
LA007546,APP024213,Diya Pillai,Ludhiana,2024-09-06,BR035,online,,7449197872,farhan_prasad8@hotmail.com,33,46448.0,self_employed_professional,735,0.6099,1,2,home,3201000,300,0,
