application_id,applicant_id,applicant_name,applicant_city,application_date,branch_code,application_channel,pan_number,mobile_number,email_address,age_years,monthly_income_inr,employment_type,credit_score,debt_to_income_ratio,existing_loan_count,late_payments_last_12_months,loan_type,loan_amount_inr,tenure_months,defaulted,loss_given_default_inr,rejection_reason
LA006888,APP018870,Arjun Prasad,Madurai,2024-11-10,BR033,branch,NFCZL5264F,7068335448,vinay.menon@protonmail.com,28.0,49759.0,self_employed_business,1200,0.3268,1.0,0,personal,225000,24.0,0,,credit_score_out_of_range
LA006907,APP026849,Bhavana Chatterjee,Indore,2024-03-19,BR035,branch,DBSDF7601A,7190959288,ramya50@rediffmail.com,30.0,48537.0,,712,0.1129,0.0,0,gold,117000,24.0,0,,missing_required_field
LA006913,APP010925,Priya Hegde,Vadodara,2025-04-10,BR004,direct_sales_agent,DUIUL5262J,9277167879,dgowda@yahoo.co.in,33.0,0.0,salaried_private,534,0.4148,0.0,4,personal,163000,12.0,0,,income_not_positive
LA006924,APP015259,Anjali Krishnan, Visakhapatnam,2024-09-18,BR006,online,HDLSV0870H,9551169057,ishita_kapoor2@outlook.com,41.0,-25000.0,salaried_private,680,0.7391,2.0,1,home,1500000,180.0,0,,income_not_positive
LA006966,APP020791,Meera Varma,Jaipur,2023-10-28,BR037,branch,NLSRU6778Z,7454757630,pallavi96@protonmail.com,38.0,-25000.0,self_employed_business,701,0.39,0.0,2,vehicle,2500000,48.0,0,,income_not_positive
LA006977,APP013421,Rohan Prasad,Bhopal,2024-05-07,BR020,branch,TLYWK3310G,9650916593,swathi_joshi1@rediffmail.com,37.0,-1.0,salaried_private,728,0.5445,0.0,0,home,4470000,360.0,0,,income_not_positive
LA000250,APP006308,Aniket Patel,Lucknow,2024/07/22,BR025,branch,ECLAK3273B,6875208989,lakshmi_ghosh1@outlook.com,25.0,28789.0,salaried_private,773,0.2729,0.0,2,personal,284000,48.0,0,,duplicate_application_id
LA006991,APP026880,Aniket Kulkarni,Chennai,2025-01-30,BR035,online,XHUHQ5017T,9086392447,gsharma@outlook.com,33.0,41745.0,,703,0.6125,2.0,0,vehicle,849000,60.0,0,,missing_required_field
LA006997,APP002415,Saanvi Sharma,Ludhiana,2024-07-03,BR008,online,BUBBN2403A,6159298456,ishita.mukherjee@outlook.com,27.0,-25000.0,salaried_government,796,0.4999,1.0,0,personal,479000,24.0,0,,income_not_positive
LA007015,APP024988,Ananya Patel,Ludhiana,2024-05-12,BR035,partner_referral,GIPEJ4307Z,7138292018,kvenkatesan@protonmail.com,37.0,-25000.0,self_employed_professional,859,0.521,1.0,0,personal,489000,48.0,0,,income_not_positive
LA000469,APP009691,Aniket Krishnan,Delhi,2024-04-07,BR014,direct_sales_agent,RXFAP3180Q,8917557302,zghosh@protonmail.com,31.0,23239.0,salaried_private,597,0.3574,3.0,5,personal,100000,36.0,0,,duplicate_application_id
LA007027,APP013058,Lakshmi Banerjee,Kolkata,2024-13-05,BR022,partner_referral,QYDYT6390W,6983719118,rajesh_agarwal4@outlook.com,36.0,28763.0,salaried_private,830,0.3536,1.0,0,personal,357000,60.0,0,,unparseable_application_date
LA007054,APP007861,Sneha Chauhan,Vadodara,not_a_date,BR004,online,NCQYW3240A,8610815188,tarun_kapoor9@gmail.com,28.0,39086.0, salaried_private,605,0.5063,2.0,2,home,1562000,300.0,0,,unparseable_application_date
LA007056,APP019065,Aadhya Sinha,Bengaluru,2023-06-15,BR036,branch,EYPYZ3515F,7186761893,mrao@outlook.com,29.0,43432.0,self_employed_business,845,0.4377,0.0,2,vehicle,756000,,0,,missing_required_field
LA007076,APP016748,Harsha Gowda,Nashik,2023-11-23,BR023,online,PUYTM3566T,7567118330,sandeep.venkatesan@rediffmail.com,46.0,22894.0,salaried_private,759,0.553,0.0,1,home,1500000,,0,,missing_required_field
LA007078,APP001664,Shreya Chauhan,Hyderabad,2024-12-28,BR004,online,NPUHJ4090J,7772923779,priya_pillai6@gmail.com,42.0,24309.0, contract,852,0.5024,3.0,0,vehicle,486000,,0,,missing_required_field
LA007081,APP023582,Vinay Sinha,Tirunelveli,2023-11-25,BR008,branch,TDHFY5494E,6600628588,imran_mehta2@protonmail.com,31.0,151591.0,self_employed_professional,686,0.3834,,0,home,7442000,360.0,0,,missing_required_field
LA007089,APP026909,Krishna Ramesh,Kochi,2024-10-17,BR014,branch,WZGPL4557C,6856794890,bhargav_agarwal2@rediffmail.com,36.0,32591.0,,697,0.7058,2.0,0,personal,661000,60.0,0,,missing_required_field
LA007090,APP007157,Anjali Desai,Vadodara,2023-06-20,BR014,online,YNZWK2472Y,6438918963,naveen22@outlook.com,27.0,23986.0,salaried_private,694,0.4938,,1,home,1500000,360.0,0,,missing_required_field
LA007101,APP008350,Aarav Kapoor,Rajkot,2023-01-27,BR024,online,XVRKS9437M,6138234407,akulkarni@gmail.com,29.0,27152.0,salaried_private ,663,0.5634,0.0,1,home,1896000,,1,554916.71,missing_required_field
LA007144,APP026951,Sneha Naidu,Bhopal,2023-09-13,BR003,online,UVMIQ1216T,9642890694,zvenkatesan@yahoo.co.in,46.0,25005.0,,626,0.3504,1.0,3,gold,154000,24.0,0,,missing_required_field
LA007158,APP012222,Vinay Shah,Bengaluru,2024-02-21,BR033,branch,REBAY4583R,9673873542,tvenkatesan@gmail.com,35.0,-25000.0,salaried_private,898,0.397,1.0,0,gold,113000,36.0,0,,income_not_positive
LA007207,APP010697,Swathi Krishnan,Lucknow,2023-12-16,BR006,direct_sales_agent,TSAHH6038X,6289528232,lnair@hotmail.com,32.0,48861.0,salaried_private,733,0.6189,1.0,1,personal,1005000,,0,,missing_required_field
LA007233,APP001653,Sneha Nair,Kanpur,2023-08-11,BR019,branch,FRDUI1811R,8105031498,yamini.hegde@gmail.com,42.0,-25000.0,contract,669,0.7029,0.0,2,personal,600000,12.0,0,,income_not_positive
LA007259,APP016114,Pooja Bhat,Kolkata,2024-08-07,BR036,partner_referral,ESRXX4375Z,6964298404,sanjana28@gmail.com,43.0,41189.0,salaried_private,758,0.5373,,0,vehicle,846000,60.0,0,,missing_required_field
LA007263,APP006695,Meera Naidu,Madurai,2024-06-29,BR011,branch,WARUZ9453W,8397924063,naveen.chauhan@yahoo.co.in,26.0,31970.0,salaried_private,1200,0.4797,1.0,0,gold,208000,18.0,0,,credit_score_out_of_range
LA007282,APP006731,Rohan Chauhan,Lucknow,2023-08-31,BR009,partner_referral,VGAFF3854Z,8503543369,nithya_bose7@rediffmail.com,26.0,34726.0,salaried_private,120,0.6688,1.0,1,vehicle,459000,24.0,0,,credit_score_out_of_range
LA007320,APP024637,Vinay Malhotra,Jaipur,2024-13-05,BR019,online,UCYMV4538L,8887516252,sreddy@rediffmail.com,35.0,31196.0,self_employed_professional,789,0.5448,2.0,1,gold,198000,24.0,0,,unparseable_application_date
LA007350,APP006103,Vinay Pillai,Vadodara,not_a_date,BR021,partner_referral,NRWAD0933G,8488356427,suresh_patel5@hotmail.com,24.0,46006.0,salaried_private,689,0.3109,0.0,3,gold,83000,6.0,0,,unparseable_application_date
LA007351,APP011497,Rahul Bose,Coimbatore,2023-06-14,BR001,branch,WBFTL6180E,7025775401,yamini.venkatesan@hotmail.com,33.0,70537.0,salaried_private,660,0.3819,2.0,2,gold,139000,,0,,missing_required_field
LA007366,APP026815,Divya Ramesh,Lucknow,2025-02-23,BR039,branch,FBBAG0356C,8985874961,vinay62@rediffmail.com,24.0,59942.0,,772,0.6503,0.0,2,personal,1132000,36.0,0,,missing_required_field
LA007373,APP005986,Swathi Banerjee,Bhopal,2023-07-13,BR024,online,HCCZL1380D,6425455974,naveen44@protonmail.com,24.0,-1.0,salaried_private,821,0.5627,1.0,0,vehicle,700000,60.0,0,,income_not_positive
LA007383,APP018113,Harsha Bose,Ludhiana,2023-10-03,BR032,online,GHQFQ7900N,7745617176,bhargav_kulkarni8@yahoo.co.in,,25998.0,salaried_private,726,0.6421,2.0,1,personal,323000,36.0,0,,missing_required_field
LA007391,APP014447,Rohan Rao,Kochi,2024-03-25,BR016,partner_referral,PRQKY8141K,7003213472,esha26@hotmail.com,39.0,-1.0,salaried_private,730,0.512,2.0,0,gold,238000,24.0,0,,income_not_positive
LA007400,APP000975,Arjun Bhat,Tirunelveli,2025-05-16,BR026,online,HBUTH6543K,6571766864,omkar_chatterjee8@rediffmail.com,34.0,26650.0,contract,703,0.5013,0.0,2,home,1500000,,0,,missing_required_field
LA007443,APP019657,Bhavana Chatterjee,Madurai,2024-08-05,BR039,direct_sales_agent,RRYIM0162N,9035428641,harish.gowda@hotmail.com,32.0,20953.0,self_employed_business,796,0.3487,,0,personal,213000,36.0,0,,missing_required_field
LA007458,APP011556,Reyansh Krishnan,Indore,2024-13-05,BR024,branch,VDEDJ0184Q,7725008690,manoj_krishnan3@hotmail.com,33.0,91878.0,salaried_private,374,0.4037,0.0,6,home,3957000,240.0,0,,unparseable_application_date
LA007470,APP015883,Ananya Krishnan,Tirunelveli,2023-05-25,BR039,branch,YYUDJ5912N,7961061991,deepak98@protonmail.com,42.0,58439.0,salaried_private,473,0.2913,0.0,5,gold,278000,,0,,missing_required_field
LA000184,APP025729,Ishaan Verma,Coimbatore,2023-06-27,BR001,online,WDHPD4671T,6269935662,omkar_raman5@rediffmail.com,41.0,33403.0,SELF_EMPLOYED_PROFESSIONAL,814,0.642,1.0,0,vehicle,417000,24.0,0,,duplicate_application_id
LA007486,APP014000,Divya Varma,Kolkata,2024-11-12,BR040,branch,JCZWD2448L,8297655176,kavya_krishnan8@yahoo.co.in,38.0,-1.0,salaried_private,589,0.6919,1.0,3,personal,558000,24.0,0,,income_not_positive
LA007496,APP023817,Lakshmi Bhat,Kanpur,2023-01-24,BR020,direct_sales_agent,DTXHC8854R,9184302877,imran95@hotmail.com,32.0,-1.0,self_employed_professional,775,0.4166,2.0,1,personal,1500000,48.0,0,,income_not_positive
LA007507,APP018121,Sneha Bhat,Bhopal,2023-02-25,BR032,branch,DASVL5990I,7119894121,ihegde@hotmail.com,,30073.0,salaried_private,764,0.4301,1.0,0,personal,406000,48.0,0,,missing_required_field
LA007521,APP012848,Siddharth Menon,Coimbatore,2024-03-06,BR035,direct_sales_agent,DLILY0928P,9680266934,rahul_subramanian8@rediffmail.com,36.0,-25000.0,salaried_private,762,0.202,0.0,1,gold,221000,36.0,0,,income_not_positive
LA007530,APP013537,Aditya Bose,Tirunelveli,2025-03-14,BR028,online,JLVTB5049Z,9113726289,suresh_krishnan9@outlook.com,37.0,19074.0,salaried_private,753,0.1159,,1,gold,25000,12.0,0,,missing_required_field
LA007542,APP014003,Praveen Gowda,Hyderabad,2024-01-27,BR020,online,PRERL3573J,8530006855,nandini79@protonmail.com,38.0,-25000.0,salaried_private,845,0.4811,1.0,0,personal,875000,60.0,0,,income_not_positive
LA007547,APP010165,Aditya Iyer,Vadodara,2025-06-01,BR003,branch,IMUPK0237H,6519742233,jayanth11@yahoo.co.in,31.0,74299.0,salaried_private,788,0.3921,,2,home,3231000,240.0,0,,missing_required_field
LA007584,APP024130,Yash Subramanian,Indore,2024-06-08,BR002,branch,FKBXY0967K,9277319230,vinay54@hotmail.com,33.0,24866.0,self_employed_professional,858,0.4842,,0,personal,134000,12.0,0,,missing_required_field
LA007585,APP012345,Praveen Subramanian,Visakhapatnam,2025-01-26,BR034,partner_referral,ERLEJ4178Z,6794700002,suresh45@rediffmail.com,35.0,18906.0,salaried_private,0,0.6291,2.0,0,personal,297000,36.0,0,,credit_score_out_of_range
LA007598,APP007141,Saanvi Malhotra,Chennai,2024-05-13,BR002,partner_referral,CGNHG8425A,7409347448,kiran36@hotmail.com,27.0,22256.0,salaried_private,685,0.7654,,2,home,1500000,180.0,0,,missing_required_field
LA007602,APP000999,Saanvi Chauhan,Lucknow,,BR005,direct_sales_agent,XHVQM5513S,6157627169,arjun.prasad@yahoo.co.in,34.0,32802.0,contract,702,0.5166,2.0,2,personal,354000,36.0,0,,unparseable_application_date
LA007617,APP001318,Rahul Nair,Coimbatore,2023-10-27,BR037,branch,VEBDC4462V,8571199855,brathore@gmail.com,37.0,30205.0,contract,887,0.6336,,0,vehicle,705000,48.0,0,,missing_required_field
LA007648,APP006933,Vinay Nair,Pune,2025-04-09,BR018,direct_sales_agent,GXWFY6194H,6039429250,divya49@protonmail.com,26.0,68655.0,salaried_private,695,0.3411,,1,vehicle,1411000,84.0,0,,missing_required_field
LA007694,APP007016,Meera Naidu, Bhopal,2024-04-26,BR014,online,XYGVB0508Q,6452647017,jayanth.rathore@hotmail.com,27.0,0.0,salaried_private,662,0.4138,1.0,2,gold,191000,12.0,0,,income_not_positive
LA007697,APP024306,Ritika Sharma, Lucknow,2024-06-01,BR026,online,ECQQI1011I,6398232328,sandeep87@hotmail.com,34.0,-1.0,SELF_EMPLOYED_PROFESSIONAL,705,0.4881,0.0,0,vehicle,478000,84.0,0,,income_not_positive
LA007701,APP006911,Swathi Rao,Tirunelveli,2024-06-23,BR022,branch,XQVZU0121Q,9492560515,omkar_chatterjee2@rediffmail.com,26.0,62890.0,salaried_private,787,0.4325,,0,personal,429000,24.0,0,,missing_required_field
LA007735,APP007555,Lakshmi Gowda,Rajkot,2023-03-31,BR036,online,RQDAK1288T,9816879153,sridhar_sharma1@outlook.com,28.0,0.0,salaried_private,649,0.6588,2.0,3,personal,791000,48.0,1,549621.99,income_not_positive
LA007738,APP017199,Rohan Banerjee,Vadodara,31/02/2024,BR031,branch,ILNAT0902R,8541729678,ganesh14@yahoo.co.in,48.0,98898.0,salaried_private,750,0.4138,0.0,0,vehicle,2500000,84.0,0,,unparseable_application_date
LA007774,APP026481,Saanvi Pillai,Lucknow,2023-06-30,BR010,online,GSHYV8170R,8520029621,sridhar50@hotmail.com,50.0,20614.0,self_employed_professional,1200,0.4651,1.0,4,gold,145000,18.0,0,,credit_score_out_of_range
LA007791,APP006530,Rahul Rao,Lucknow,2023-02-20,BR020,online,TXLFC6925B,8389263796,lmehta@outlook.com,26.0,-1.0,salaried_private,767,0.251,0.0,2,personal,1271000,60.0,0,,income_not_positive
LA007795,APP008416,Aditya Kulkarni,Kolkata,2023-06-04,BR038,branch,ZMHHM0673S,6192279505,karthik46@yahoo.co.in,29.0,32333.0,salaried_private,4300,0.466,2.0,1,gold,241000,36.0,0,,credit_score_out_of_range
LA007802,APP002014,Vinay Prasad,Bengaluru,2023-10-26,BR040,online,QBXBE9651Z,9109742286,jayanth_joshi8@rediffmail.com,56.0,57793.0,contract,795,0.547,2.0,0,home,2976000,,0,,missing_required_field
LA000102,APP001280,Priya Prasad,Mysuru,2025-05-07,BR012,online,MDZAX8002X,6293016612,kavya20@yahoo.co.in,36.0,89058.0,Contract,667,0.2671,0.0,1,gold,138000,6.0,0,,duplicate_application_id
LA007861,APP018437,Divya Chauhan,Nashik,2024-12-13,BR002,branch,ZHEKK8216D,9542438144,sunita_ghosh5@rediffmail.com,26.0,0.0,self_employed_business,764,0.2454,1.0,2,gold,252000,36.0,0,,income_not_positive
LA007888,APP026936,Ishaan Kulkarni,Rajkot,2023-08-30,BR002,branch,NRHIA9437I,9610637307,harish_rao4@rediffmail.com,41.0,39146.0,,820,0.5596,2.0,0,personal,462000,36.0,0,,missing_required_field
LA007919,APP026308,Ritika Ramesh,Ludhiana,2024-06-05,BR010,online,TNENH7379A,8251484532,farhan_kapoor7@protonmail.com,47.0,-1.0,self_employed_professional,584,0.524,1.0,2,home,2460000,360.0,0,,income_not_positive
LA007969,APP012210,Nandini Malhotra,Ludhiana,2023-05-16,BR039,branch,YZIMQ1045Z,8553811174,meera66@gmail.com,35.0,-1.0,salaried_private,598,0.5051,0.0,2,personal,367000,24.0,0,,income_not_positive
LA007971,APP008291,Arjun Krishnan,Surat,2024-08-15,BR002,branch,DUDSA5581Y,6700297158,vikram.chatterjee@hotmail.com,29.0,22329.0,salaried_private,580,0.6296,,6,vehicle,486000,48.0,0,,missing_required_field
LA007972,APP012211,Divya Malhotra,Bengaluru,2023-12-16,BR018,online,UNSHW2872R,6241067102,divya.nair@rediffmail.com,35.0,-1.0,salaried_private,783,0.6038,3.0,1,personal,378000,36.0,0,,income_not_positive
LA007976,APP022794,Yash Malhotra,Chennai,2023-06-20,BR001,branch,IBFJN6057G,9855716785,karthik.gupta@gmail.com,28.0,-1.0,SELF_EMPLOYED_PROFESSIONAL,620,0.2128,0.0,3,gold,433000,36.0,0,,income_not_positive
LA008051,APP018111,Siddharth Banerjee, Visakhapatnam,2023-05-15,BR015,branch,ZDDFB3117F,7271710171,ananya.raman@gmail.com,,25545.0,Salaried_Private,775,0.6176,0.0,1,personal,458000,36.0,0,,missing_required_field
LA008055,APP025135,Deepika Nair,Kanpur,,BR039,online,WEWSU9316C,7246922286,manoj.prasad@gmail.com,37.0,63608.0,self_employed_professional,864,0.5829,1.0,0,home,4349000,300.0,0,,unparseable_application_date
LA008072,APP022521,Bhavana Joshi,Madurai,2023-02-07,BR013,online,KBZNA8887N,9678449752,apatel@yahoo.co.in,26.0,28134.0,Self_Employed_Professional,1200,0.2348,1.0,0,personal,107000,36.0,0,,credit_score_out_of_range
LA008080,APP025622,Nikhil Sinha,Vadodara,2023-06-07,BR012,branch,QCDNU6628G,7878918969,pallavi_nair6@rediffmail.com,40.0,57249.0,self_employed_professional,511,0.8163,,10,personal,990000,48.0,1,713246.4,missing_required_field
LA000186,APP021017,Nandini Patel, Jaipur,2023-02-03,BR018,branch,DWITX3344G,9278897520,mahesh_venkatesan7@yahoo.co.in,39.0,36163.0,self_employed_business,713,0.3148,0.0,2,personal,328000,36.0,0,,duplicate_application_id
LA008105,APP014884,Rohan Mukherjee,Nashik,2023-03-28,BR001,branch,VYLSU2531S,6262012573,aarav_rao1@outlook.com,40.0,0.0,salaried_private,803,0.4182,0.0,1,home,1500000,240.0,0,,income_not_positive
LA008116,APP013424,Anjali Shah,Mysuru,2023-08-31,BR007,branch,ZXFVR0719L,6241057391,rohit70@protonmail.com,37.0,-25000.0,SALARIED_PRIVATE,323,0.2593,1.0,10,gold,153000,18.0,0,,income_not_positive
LA008117,APP001739,Shreya Banerjee,Chennai,2024-07-05,BR028,online,UQKSI8653Y,8623855842,jchatterjee@rediffmail.com,43.0,75124.0,contract,712,0.5222,1.0,3,vehicle,1912000,,0,,missing_required_field
LA008128,APP018140,Sneha Kapoor,Madurai,2024-01-08,BR038,branch,DWQNU7979Y,8721774304,sridhar_bhatia5@gmail.com,,44124.0,salaried_private,606,0.4645,1.0,4,gold,273000,18.0,0,,missing_required_field
LA008142,APP025539,Aniket Kapoor,Ludhiana,not_a_date,BR040,branch,QKCUT3611G,9013572724,aagarwal@protonmail.com,40.0,23604.0,self_employed_professional,765,0.5121,1.0,1,gold,102000,12.0,0,,unparseable_application_date
LA008154,APP019377,Arjun Patel,Hyderabad,2024-09-30,BR031,branch,SIRHG4947B,8907543669,mshetty@outlook.com,31.0,-25000.0,self_employed_business,776,0.5167,1.0,0,vehicle,2500000,36.0,0,,income_not_positive
LA008159,APP010919,Ritika Naidu,Ludhiana,2024-05-13,BR003,direct_sales_agent,RNYKY9673Y,7966767899,hema33@gmail.com,33.0,-25000.0,salaried_private,749,0.5763,2.0,3,personal,915000,36.0,0,,income_not_positive
LA008175,APP023547,Deepika Banerjee,Bhopal,2023-06-26,BR021,branch,CJIQM0920R,7079058509,rahul13@hotmail.com,31.0,-1.0,self_employed_professional,801,0.5346,1.0,0,personal,812000,48.0,0,,income_not_positive
LA008178,APP026797,Karthik Krishnan,Ludhiana,2024-06-13,BR022,online,SQJVX0006U,9728722923,zprasad@yahoo.co.in,,46782.0,self_employed_professional,761,0.64,2.0,1,personal,1001000,60.0,0,,missing_required_field
LA008182,APP012590,Aditya Naidu,Surat,2023-08-14,BR023,branch,NTIAA4907L,9344832170,rajesh.malhotra@yahoo.co.in,35.0,41542.0,salaried_private,620,0.5752,3.0,3,personal,553000,,0,,missing_required_field
LA008184,APP011714,Siddharth Varma,Lucknow,2025-02-15,BR001,partner_referral,RNVMN0294I,8348781315,sraman@protonmail.com,34.0,20790.0,salaried_private,-15,0.1353,0.0,0,personal,82000,36.0,0,,credit_score_out_of_range
LA008213,APP014001,Vinay Gowda,Nashik,2023-05-07,BR015,online,BTTLY9449X,9465056237,rkrishnan@yahoo.co.in,38.0,-1.0,salaried_private,769,0.4105,0.0,0,gold,532000,24.0,0,,income_not_positive
LA008229,APP010914,Pooja Reddy,Hyderabad,2023-01-25,BR031,online,NYGJP4848W,6036776124,aarav.bhatia@yahoo.co.in,33.0,-1.0,salaried_private,684,0.378,1.0,0,gold,198000,12.0,0,,income_not_positive
LA008245,APP026072,Aditya Kulkarni,Coimbatore,not_a_date,BR012,branch,WNERQ0721K,8736421740,meera.prasad@rediffmail.com,44.0,32994.0,self_employed_professional,837,0.4426,0.0,1,personal,628000,60.0,0,,unparseable_application_date
LA008251,APP008507,Swathi Krishnan,Surat,2024-10-05,BR022,direct_sales_agent,UTFYW8133F,8261123901,sridhar.das@outlook.com,29.0,39853.0,salaried_private,854,0.4058,0.0,0,home,1662000,,0,,missing_required_field
LA008257,APP012038,Shreya Kapoor,Bengaluru,not_a_date,BR011,partner_referral,LKIPW0690X,9348171361,uraman@rediffmail.com,34.0,52995.0,SALARIED_PRIVATE,545,0.476,0.0,9,personal,1034000,60.0,0,,unparseable_application_date
LA008267,APP010251,Bhavana Joshi,Jaipur,2025-03-13,BR038,partner_referral,RBXDE1101U,8626386638,ohegde@gmail.com,32.0,-25000.0,salaried_private,645,0.3711,0.0,4,personal,952000,36.0,0,,income_not_positive
LA008272,APP010021,Deepika Gowda,Nashik,2023-07-10,BR035,branch,UFNGK0129I,6711409892,deepak_sharma3@hotmail.com,31.0,51201.0,salaried_private,668,0.3177,,5,gold,491000,36.0,0,,missing_required_field
LA000161,APP013289,Meera Bose,Ludhiana,2024-01-08,BR023,branch,HFQJK8947N,8460587186,arjun.venkatesan@yahoo.co.in,36.0,57813.0,salaried_private,731,0.6515,2.0,0,home,2923000,240.0,0,,duplicate_application_id
LA008314,APP010954,Sandeep Nair,Nashik,2023-10-17,BR020,branch,FZVMI4148M,7583959850,naveen_reddy2@outlook.com,33.0,12250.0,salaried_private,658,0.434,0.0,2,personal,189000,,0,,missing_required_field
LA008315,APP004169,Nandini Shah,Vadodara,2025-06-04,BR030,branch,YVQYQ2318K,8640128749,vnaidu@rediffmail.com,36.0,-25000.0,salaried_government,655,0.4259,1.0,2,personal,254000,24.0,1,184111.17,income_not_positive
LA008337,APP010610,Manoj Sinha,Kolkata,2024-06-28,BR010,online,PVRRJ8221R,8434779677,bhavana_agarwal4@outlook.com,32.0,39151.0,salaried_private,781,0.4565,1.0,0,vehicle,328000,,0,,missing_required_field
LA008339,APP026930,Bhavana Pillai,Nagpur,2024-12-11,BR033,branch,MTQUT3912W,9507841052,vaishnavi89@hotmail.com,39.0,95204.0,,659,0.4264,1.0,0,personal,817000,36.0,0,,missing_required_field
LA008400,APP010252,Ananya Malhotra,Jaipur,2023-10-14,BR016,direct_sales_agent,TAZKK5655J,6026982279,ikapoor@yahoo.co.in,32.0,-25000.0,salaried_private,650,0.4166,0.0,2,gold,254000,12.0,0,,income_not_positive
LA000140,APP025459,Divya Bhat,Lucknow,2025-04-16,BR012,online,MNWJD8906B,7600426756,harish62@protonmail.com,39.0,50086.0,self_employed_professional,599,0.6438,2.0,4,personal,872000,48.0,1,566265.27,duplicate_application_id
LA008480,APP016578,Praveen Banerjee,Madurai,,BR023,online,MJJWG3207P,6727070372,aditi99@rediffmail.com,45.0,35328.0,salaried_private,714,0.3255,0.0,0,personal,332000,36.0,0,,unparseable_application_date
LA008499,APP023590,Yash Chatterjee,Bengaluru,2024-12-13,BR024,online,FIZWJ0041X,8690976039,kmalhotra@protonmail.com,31.0,16262.0,self_employed_professional,1200,0.3835,2.0,1,vehicle,186000,48.0,0,,credit_score_out_of_range
LA008523,APP011770,Sneha Subramanian, Chennai,2023-10-19,BR020,branch,GSZUD9071X,7597359206,kbanerjee@gmail.com,34.0,25578.0,salaried_private,645,0.1839,0.0,2,gold,53000,,0,,missing_required_field
LA008536,APP003845,Aarav Pillai,Ludhiana,2025-06-06,BR017,branch,UDIGV2894B,6811623750,gayatri.bose@yahoo.co.in,34.0,30434.0,salaried_government,628,0.3927,0.0,2,personal,132000,,0,,missing_required_field
LA008537,APP020042,Karthik Kulkarni,Kochi,2023-06-10,BR035,branch,CVPNN6506V,9082333004,imran28@rediffmail.com,34.0,-25000.0,self_employed_business,681,0.7466,0.0,0,vehicle,500000,24.0,0,,income_not_positive
LA008567,APP014008,Rahul Subramanian,Jaipur,2024-09-05,BR031,partner_referral,RGTUG0071A,7275439680,gayatri.banerjee@outlook.com,38.0,0.0,salaried_private,728,0.5025,3.0,0,vehicle,311000,36.0,0,,income_not_positive
LA008592,APP007011,Meera Patel,Ludhiana,2024-04-12,BR008,direct_sales_agent,UBVMG7435V,7856107641,swathi39@gmail.com,27.0,-25000.0,salaried_private,613,0.3683,0.0,0,home,1500000,300.0,0,,income_not_positive
LA008608,APP026926,Neha Sinha,Visakhapatnam,2025-01-24,BR038,branch,HBCQQ0607A,9817853802,swathi.kapoor@hotmail.com,39.0,19890.0,,726,0.95,1.0,0,home,1500000,120.0,0,,missing_required_field
LA008668,APP012674,Vikram Subramanian,Nagpur ,2023-07-20,BR011,online,HKMEW5355Q,6035341092,lakshmi_gupta2@yahoo.co.in,35.0,51463.0,salaried_private,675,0.423,0.0,1,personal,914000,,0,,missing_required_field
LA008674,APP014349,Vivaan Ramesh,Jaipur,2024-11-17,BR023,branch,HLXBF7732L,8469042610,nithya_iyer8@yahoo.co.in,38.0,56134.0,salaried_private,1200,0.4561,2.0,0,personal,667000,48.0,0,,credit_score_out_of_range
LA008688,APP026792,Aadhya Gowda,Pune,2024-10-10,BR002,branch,DSXEH4801S,8540558822,harish.gupta@rediffmail.com,,38721.0,self_employed_professional,830,0.4798,1.0,1,personal,614000,48.0,0,,missing_required_field
LA008689,APP008831,Nandini Nair,Lucknow ,2023-03-15,BR013,branch,JHDRP9316B,9553515059,sridhar.gupta@outlook.com,30.0,0.0,salaried_private,560,0.5211,1.0,4,home,3759000,360.0,0,,income_not_positive
LA008701,APP008832,Aarav Kulkarni,Kochi,2023-08-24,BR013,branch,AFFJW8563B,6564184301,sandeep_hegde5@rediffmail.com,30.0,0.0,salaried_private,692,0.3775,1.0,3,gold,260000,36.0,0,,income_not_positive
LA008709,APP026662,Neha Banerjee,Coimbatore,2023-10-23,BR017,branch,VFCXY6609G,7174917424,rohit_rao4@rediffmail.com,57.0,-1.0,self_employed_professional,655,0.6432,1.0,6,gold,105000,6.0,0,,income_not_positive
LA008720,APP026895,Pooja Chauhan,Pune ,2023-04-20,BR009,online,WZSXL1167J,6622803900,lakshmi_nair5@gmail.com,35.0,17732.0,,819,0.3232,0.0,0,vehicle,179000,36.0,0,,missing_required_field
LA008735,APP013055,Harsha Patel,Tirunelveli,,BR029,branch,XIUXQ7958C,7102245473,praveen_rathore9@hotmail.com,36.0,28762.0,salaried_private,762,0.5037,0.0,0,personal,422000,36.0,0,,unparseable_application_date
LA008738,APP011893,Rahul Malhotra,Lucknow,not_a_date,BR031,direct_sales_agent,CLWAP7594C,8424931588,arjun.menon@yahoo.co.in,34.0,36167.0,salaried_private,714,0.4691,2.0,1,gold,177000,18.0,0,,unparseable_application_date
LA008786,APP012469,Divya Verma,Delhi,2024-02-27,BR005,branch,XCERA4819U,6654432768,farhan_shetty9@protonmail.com,35.0,30313.0,salaried_private,900,0.4136,,1,gold,269000,24.0,0,,missing_required_field
